連番,索引番号,表示山名,表示よみ,地理院山名,山頂名,標高(m),種別,都道府県,緯度,経度,百名山,二百名山,三百名山,百高山,別名(検索用),照合方法,確認状態,備考
892,852,象頭山（大麻山）,ぞうずさん（おおさやま）,象頭山,大麻山,616,三角点,香川県,34.196627,133.788494,,,,,象頭山/大麻山,,その他,
893,853,矢筈山,やはずやま,矢筈山,,789,標高点,香川県,34.194245,134.196816,,,,,,,その他,
894,854,大滝山,おおたきやま,大滝山,,946,標高点,香川県 徳島県,34.123149,134.127065,,,,,,,その他,
895,855,竜王山,りゅうおうざん,竜王山,,1060,三角点,徳島県 香川県,34.115455,134.048205,,,,,,,その他,
896,856,大川山,だいせんざん,大川山,,1043,三角点,徳島県 香川県,34.115143,133.939649,,,,,,,その他,
897,857,雲辺寺山,うんぺんじさん,雲辺寺山,,927,標高点,香川県 徳島県,34.034983,133.722791,,,,,,,その他,
898,858,東三方ヶ森,ひがしさんぽうがもり,東三方ヶ森,,1233,三角点,愛媛県,33.902786,132.959708,,,,,,,その他,
899,859,高縄山,たかなわさん,高縄山,,986,三角点,愛媛県,33.945720,132.850039,,,,,,,その他,
900,860,眉山,びざん,眉山,,290,標高点,徳島県,34.060846,134.516423,,,,,,,その他,
901,861,中津峰山,なかつみねやま,中津峰山,,773,三角点,徳島県,33.962425,134.509465,,,,,,,その他,
902,862,太竜寺山,たいりゅうじやま,太竜寺山,,618,標高点,徳島県,33.874092,134.519785,,,,,,,その他,
903,863,高越山,こうつざん,高越山,,1133,標高点,徳島県,34.017291,134.195960,,,,,,,その他,
904,864,雲早山,くもそうやま,雲早山,,1496,三角点,徳島県,33.905736,134.294771,,,,,,,その他,
905,865,八面山,やつらやま,八面山,,1312,三角点,徳島県,33.923431,134.099840,,,,,,,その他,
906,866-1,剣山,つるぎさん,剣山,,1955,三角点,徳島県,33.853576,134.094281,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
907,866-2,剣山（丸笹山）,つるぎさん（まるざさやま）,剣山,丸笹山,1712,三角点,徳島県,33.874221,134.089867,,,,,剣山/丸笹山,,その他,
908,867,塔丸,とうのまる,塔丸,,1713,三角点,徳島県,33.866938,134.039254,,,,,,,その他,
909,868,矢筈山,やはずさん,矢筈山,,1849,三角点,徳島県,33.925053,133.974905,,,,,,,その他,
910,869,中津山,なかつざん,中津山,,1447,三角点,徳島県,33.924625,133.844098,,,,,,,その他,
911,870,国見山,くにみざん,国見山,,1409,三角点,徳島県,33.907541,133.784674,,,,,,,その他,
912,871,天狗塚,てんぐづか,天狗塚,,1812,標高点,徳島県,33.826902,133.943338,,,,,,,その他,
913,872,三嶺,みうね,三嶺,,1894,三角点,徳島県 高知県,33.839401,133.987666,,1,,,,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
914,873,白髪山,しらがやま,白髪山,,1770,三角点,高知県,33.810133,133.992926,,,,,,,その他,
915,874,石立山,いしたてざん,石立山,,1708,三角点,徳島県 高知県,33.784833,134.054874,,,,,,,その他,
916,875,梶ヶ森,かじがもり,梶ヶ森,,1400,三角点,高知県,33.759191,133.751520,,,,,,,その他,
917,876,甚吉森,じんきちもり,甚吉森,,1423,三角点,徳島県 高知県,33.694814,134.110066,,,,,,,その他,
918,877,天狗森,てんぐもり,天狗森,,1295,三角点,高知県,33.618800,134.067874,,,,,,,その他,
919,878,鐘ヶ龍森,かねがりゅうもり,鐘ヶ龍森,,1125,三角点,高知県,33.547023,134.082042,,,,,,,その他,
920,879,工石山,くいしやま,工石山,,1516,三角点,高知県,33.855616,133.579965,,,,,,,その他,
921,880,白髪山,しらがやま,白髪山,,1469,三角点,高知県,33.815990,133.590702,,,,,,,その他,
922,881,稲叢山,いなむらやま,稲叢山,,1506,三角点,高知県,33.747025,133.359302,,,,,,,その他,
923,882,工石山,くいしやま,工石山,,1177,標高点,高知県,33.669911,133.505893,,,,,,,その他,
924,883,赤星山,あかぼしやま,赤星山,,1453,三角点,愛媛県,33.919376,133.457936,,,,,,,その他,
925,884,東赤石山,ひがしあかいしやま,東赤石山,,1710,標高点,愛媛県,33.875260,133.373874,,1,,,,二百名山:自動(名前一致・よみ一致・標高近い(4m)・距離0.1km・県一致),自動一致,
926,885,笹ヶ峰,ささがみね,笹ヶ峰,,1860,三角点,愛媛県 高知県,33.828111,133.274591,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
927,886,伊予富士,いよふじ,伊予富士,,1756,三角点,愛媛県 高知県,33.788003,133.248041,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
928,887,瓶ヶ森,かめがもり,瓶ヶ森,,1896,三角点,愛媛県,33.794607,133.193258,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
929,888,石鎚山,いしづちさん,石鎚山,天狗岳,1982,標高点,愛媛県,33.767770,133.115086,1,,,,天狗岳,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
930,889,二ノ森,にのもり,二ノ森,,1930,三角点,愛媛県,33.758541,133.093777,,,,,,,その他,
931,890,筒上山,つつじょうざん,筒上山,,1860,三角点,愛媛県 高知県,33.731951,133.161135,,,,,,,その他,
932,891,石墨山,いしずみさん,石墨山,,1456,三角点,愛媛県,33.733786,132.984648,,,,,,,その他,
933,892,障子山,しょうじやま,障子山,,885,三角点,愛媛県,33.705328,132.765228,,,,,,,その他,
934,893,壺神山,つぼがみやま,壺神山,,971,三角点,愛媛県,33.605567,132.554612,,,,,,,その他,
935,894,出石山,いずしやま,出石山,,812,標高点,愛媛県,33.534926,132.465243,,,,,,,その他,
936,895,神南山,かんなんざん,神南山,,710,三角点,愛媛県,33.517433,132.632889,,,,,,,その他,
937,896,御在所山,ございしょやま,御在所山,,915,標高点,愛媛県,33.343979,132.755822,,,,,,,その他,
938,897,笠取山,かさとりやま,笠取山,,1562,三角点,愛媛県,33.555494,132.922506,,,,,,,その他,
939,898,明神山（中津山）,みょうじんさん（なかつさん）,明神山,,1541,三角点,愛媛県 高知県,33.575552,133.046646,,,,,中津山,,その他,
940,899,不入山,いらずやま,不入山,,1336,三角点,高知県,33.440779,133.063174,,,,,,,その他,
941,900,蟠蛇森,ばんだもり,蟠蛇森,,770,三角点,高知県,33.441107,133.259548,,,,,,,その他,
942,901,鈴ヶ森,すずがもり,鈴ヶ森,,1054,三角点,高知県,33.356285,133.051017,,,,,,,その他,
943,902,五在所ノ峯,ございしょのみね,五在所ノ峯,,658,三角点,高知県,33.177287,133.150743,,,,,,,その他,
944,903,堂が森,どうがもり,堂が森,,857,三角点,高知県,33.159873,132.876657,,,,,,,その他,
945,904,高月山,たかつきやま,高月山,,1229,三角点,愛媛県,33.208681,132.634642,,,,,,,その他,
946,905,三本杭,さんぼんぐい,三本杭,,1226,三角点,愛媛県,33.188324,132.635416,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
947,906,篠山,ささやま,篠山,,1065,三角点,愛媛県 高知県,33.055727,132.659067,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
948,907,今ノ山,いまのやま,今ノ山,,868,標高点,高知県,32.857521,132.850118,,,,,,,その他,
949,908,足立山（霧ヶ岳）,あだちやま（きりがたけ）,足立山,,598,三角点,福岡県,33.859516,130.917220,,,,,霧ヶ岳,,その他,
950,909,貫山,ぬきさん,貫山,,712,三角点,福岡県,33.780687,130.909361,,,,,,,その他,
951,910,福智山,ふくちやま,福智山,,900,三角点,福岡県,33.742247,130.803889,,,,,,,その他,
952,911,犬ヶ岳,いぬがたけ,犬ヶ岳,,1131,三角点,大分県 福岡県,33.512212,131.001717,,,,,,,その他,
953,912,英彦山,2ひこさん,英彦山,,1199,三角点,福岡県 大分県,33.476247,130.925973,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
954,913,馬見山,うまみやま,馬見山,,978,三角点,福岡県,33.486462,130.767889,,,,,,,その他,
955,914,犬鳴山（熊ヶ城）,いぬなきやま（くまがじょう）,犬鳴山,,583,三角点,福岡県,33.687241,130.549240,,,,,熊ヶ城,,その他,
956,915,三郡山,さんぐんざん,三郡山,,936,三角点,福岡県,33.555536,130.583767,,,,,,,その他,
957,916,基山,きざん,基山,,404,三角点,佐賀県,33.442710,130.510173,,,,,,,その他,
958,917,脊振山,せふりさん,脊振山,,1054,三角点,福岡県 佐賀県,33.436440,130.368623,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
959,918,浮嶽,うきだけ,浮嶽,,805,三角点,福岡県 佐賀県,33.469965,130.099226,,,,,,,その他,
960,919,天山,てんざん,天山,,1046,三角点,佐賀県,33.338886,130.142897,,,,,,,その他,
961,920,両子山,ふたごさん,両子山,,720,三角点,大分県,33.583120,131.601541,,,,,,,その他,
962,921,鹿嵐山,かならせやま,鹿嵐山,,758,三角点,大分県,33.434588,131.252756,,,,,,,その他,
963,922,鶴見岳,つるみだけ,鶴見岳,,1375,標高点,大分県,33.286621,131.429751,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
964,923,由布岳,ゆふだけ,由布岳,,1583,三角点,大分県,33.282267,131.390233,,1,,,由布岳（豊後富士）/豊後富士,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
965,924,万年山,はねやま,万年山,,1140,三角点,大分県,33.231350,131.130589,,,,,,,その他,
966,925,涌蓋山,2わいたざん,涌蓋山,,1499,三角点,大分県,33.139941,131.164344,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
967,926-1,九重山,くじゅうさん,くじゅう連山,中岳,1791,標高点,大分県,33.085955,131.249001,1,,,,くじゅう連山/中岳,百名山:手動,依頼者確認済,百名山: 最高点=中岳1791m(第147・依頼者検品A)。主峰の久住山は926-6(1786m)
968,926-2,くじゅう連山（黒岳）,くじゅうれんざん（くろだけ）,くじゅう連山,黒岳,1587,標高点,大分県,33.105963,131.292913,,,,,くじゅう連山/黒岳,,その他,
969,926-3,大船山,たいせんざん,くじゅう連山,大船山,1786,三角点,大分県,33.095024,131.280690,,,1,,くじゅう連山,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
970,926-4,くじゅう連山（三俣山）,くじゅうれんざん（みまたやま）,くじゅう連山,三俣山,1744,三角点,大分県,33.104003,131.246516,,,,,くじゅう連山/三俣山,,その他,
971,926-5,くじゅう連山（星生山）,くじゅうれんざん（ほっしょうざん）,くじゅう連山,星生山,1762,標高点,大分県,33.090768,131.232687,,,,,くじゅう連山/星生山,,その他,
972,926-6,くじゅう連山（久住山）,くじゅうれんざん（くじゅうさん）,くじゅう連山,久住山,1786,三角点,大分県,33.082187,131.240871,,,,,くじゅう連山/久住山,,その他,
973,927-1,阿蘇山,あそさん,阿蘇山,高岳,1592,三角点,熊本県,32.884318,131.103918,1,,,,高岳,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
974,927-2,阿蘇山（根子岳）,あそさん（ねこだけ）,阿蘇山,根子岳,1433,標高点,熊本県,32.883527,131.144371,,,,,阿蘇山/根子岳,,その他,
975,927-3,阿蘇山（中岳）,あそさん（なかだけ）,阿蘇山,中岳,1506,標高点,熊本県,32.883528,131.097001,,,,,阿蘇山/中岳,,その他,
976,927-4,阿蘇山（杵島岳）,あそさん（きしまだけ）,阿蘇山,杵島岳,1326,標高点,熊本県,32.892701,131.057898,,,,,阿蘇山/杵島岳,,その他,
977,927-5,阿蘇山（烏帽子岳）,あそさん（えぼしだけ）,阿蘇山,烏帽子岳,1337,三角点,熊本県,32.873679,131.058014,,,,,阿蘇山/烏帽子岳,,その他,
978,928,鷹取山,たかとりやま,鷹取山,,801,三角点,福岡県,33.303028,130.722822,,,,,,,その他,
979,929,釈迦岳,しゃかだけ,釈迦岳,,1231,標高点,大分県,33.187593,130.889012,,,,,,,その他,
980,930,酒呑童子山,しゅてんどうじやま,酒呑童子山,,1181,三角点,大分県,33.097007,130.908413,,,,,,,その他,
981,931,国見山,くにみやま,国見山,,1018,三角点,熊本県,33.105431,130.817547,,,,,,,その他,
982,932,筒ヶ岳,つつがたけ,筒ヶ岳,,501,三角点,熊本県,32.984633,130.527365,,,,,,,その他,
983,933,金峰山,きんぼうざん,金峰山,,665,三角点,熊本県,32.814034,130.639004,,,,,,,その他,
984,934,黒髪山,くろかみざん,黒髪山,,516,標高点,佐賀県,33.214177,129.901689,,,,,,,その他,
985,935,国見山,くにみやま,国見山,,776,三角点,長崎県,33.236889,129.812839,,,,,,,その他,
986,936,虚空蔵山（虚空蔵岳）,こくぞうざん（こくぞうたけ）,虚空蔵山,,608,三角点,長崎県,33.090457,129.921333,,,,,虚空蔵岳,,その他,
987,937-1,多良岳（経ヶ岳）,たらだけ（きょうがだけ）,多良岳,経ヶ岳,1076,三角点,佐賀県 長崎県,32.987528,130.076281,,,,,多良岳/経ヶ岳,,その他,
988,937-2,多良岳,たらだけ,多良岳,,996,標高点,佐賀県,32.975491,130.092539,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
989,937-3,多良岳（五家原岳）,たらだけ（ごかはらだけ）,多良岳,五家原岳,1057,三角点,長崎県,32.958044,130.076548,,,,,多良岳/五家原岳,,その他,
990,938-1,雲仙岳（普賢岳）,うんぜんだけ（ふげんだけ）,雲仙岳,普賢岳,1359,三角点,長崎県,32.759909,130.292147,,,,,雲仙岳/普賢岳,,その他,
991,938-2,雲仙岳,うんぜんだけ,雲仙岳,平成新山,1483,標高点,長崎県,32.761257,130.298849,,1,,,平成新山,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
992,939,長浦岳,ながうらだけ,長浦岳,,561,三角点,長崎県,32.913531,129.744841,,,,,,,その他,
993,940,八郎岳,はちろうだけ,八郎岳,,590,三角点,長崎県,32.670216,129.856522,,,,,,,その他,
994,941,御岳（雄岳）,みたけ（おたけ）,御岳,雄岳,479,標高点,長崎県,34.572366,129.381747,,,,,御岳/雄岳,,その他,
995,942,白嶽,しらたけ,白嶽,,518,標高点,長崎県,34.263910,129.249595,,,,,,,その他,
996,943,有明山,ありあけやま,有明山,,558,三角点,長崎県,34.204406,129.265008,,,,,,,その他,
997,944,矢立山,やたてやま,矢立山,,648,三角点,長崎県,34.177379,129.226116,,,,,,,その他,
998,945,山王山（雄嶽）,さんのうざん（おんたけ）,山王山,,439,三角点,長崎県,32.933462,129.052939,,,,,雄嶽,,その他,
999,946,父ヶ岳,ててがだけ,父ヶ岳,,460,三角点,長崎県,32.698195,128.681048,,,,,,,その他,
1000,947,佩楯山,はいだてさん,佩楯山,,754,三角点,大分県,32.953095,131.645749,,,,,,,その他,
1001,948,傾山,かたむきやま,傾山,,1605,測定点,大分県,32.839000,131.475911,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1002,949,大崩山,おおくえやま,大崩山,,1644,測定点,宮崎県,32.737774,131.513389,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1003,950,行縢山,むかばきやま,行縢山,,830,三角点,宮崎県,32.625935,131.572272,,,,,,,その他,
1004,951,祖母山,そぼさん,祖母山,,1756,三角点,大分県 宮崎県,32.828131,131.347045,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
1005,952,古祖母山,ふるそぼさん,古祖母山,,1633,三角点,大分県 宮崎県,32.802729,131.364321,,,,,,,その他,
1006,953,諸塚山,もろつかやま,諸塚山,,1341,三角点,宮崎県,32.634592,131.287423,,,,,,,その他,
1007,954,向坂山,むこうざかやま,向坂山,,1685,三角点,熊本県 宮崎県,32.579622,131.104868,,,,,,,その他,
1008,955,国見岳,くにみだけ,国見岳,,1739,三角点,熊本県 宮崎県,32.547131,131.018363,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1009,956,上福根山,かみふくねやま,上福根山,,1646,三角点,熊本県,32.473426,130.946812,,,,,,,その他,
1010,957,江代山（津野岳）,えしろやま（つのだけ）,江代山,,1607,三角点,熊本県 宮崎県,32.370442,131.076072,,,,,津野岳,,その他,
1011,958,市房山,いちふさやま,市房山,,1720,三角点,熊本県 宮崎県,32.311682,131.101036,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1012,959,石堂山,いしどうやま,石堂山,,1547,三角点,宮崎県,32.300192,131.167673,,,,,,,その他,
1013,960,尾鈴山,おすずやま,尾鈴山,,1405,三角点,宮崎県,32.299301,131.426587,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1014,961,仰烏帽子山,のけえぼしやま,仰烏帽子山,,1302,三角点,熊本県,32.371428,130.777717,,,,,,,その他,
1015,962,白髪岳,しらがたけ,白髪岳,,1417,三角点,熊本県,32.150399,130.943371,,,,,,,その他,
1016,963,国見山,くにみやま,国見山,,969,三角点,熊本県,32.187845,130.614181,,,,,,,その他,
1017,964,矢筈岳,やはずだけ,矢筈岳,,687,三角点,熊本県 鹿児島県,32.122915,130.400678,,,,,,,その他,
1018,965,紫尾山（上宮山）,しびさん（じょうぐうざん）,紫尾山,,1067,標高点,鹿児島県,31.980835,130.367641,,,,,上宮山,,その他,
1019,966,鰐塚山,わにつかやま,鰐塚山,,1118,三角点,宮崎県,31.768866,131.269503,,,,,,,その他,
1020,967-1,霧島山,きりしまやま,霧島山,韓国岳,1700,三角点,宮崎県 鹿児島県,31.934170,130.861577,1,,,,韓国岳,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
1021,967-2,霧島山（新燃岳）,きりしまやま（しんもえだけ）,霧島山,新燃岳,1421,標高点,宮崎県 鹿児島県,31.909582,130.886395,,,,,霧島山/新燃岳,,その他,
1022,967-3,高千穂峰,たかちほみね,霧島山,高千穂峰,1573,三角点,宮崎県,31.886257,130.918939,,1,,,霧島山,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
1023,968-1,高隈山,たかくまやま,高隈山,大箆柄岳,1236,三角点,鹿児島県,31.486212,130.818538,,,1,,大箆柄岳,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
1024,968-2,高隈山（御岳）,たかくまやま（おんたけ）,高隈山,御岳,1182,三角点,鹿児島県,31.460302,130.820618,,,,,高隈山/御岳,,その他,
1025,969,甫与志岳,ほよしだけ,甫与志岳,,967,三角点,鹿児島県,31.264171,130.990121,,,,,,,その他,
1026,970,稲尾岳,いなおだけ,稲尾岳,,930,標高点,鹿児島県,31.123479,130.884683,,,,,,,その他,
1027,971,桜島,さくらじま,御岳,,1117,標高点,鹿児島県,31.592626,130.656638,,1,,,御岳（北岳）/北岳,二百名山:自動(標高一致・距離0.5km・県一致),自動一致,
1028,972,八重山,やえやま,八重山,,677,三角点,鹿児島県,31.734508,130.448447,,,,,,,その他,
1029,973,冠岳（西岳）,かんむりだけ（にしだけ）,冠岳,,516,三角点,鹿児島県,31.748703,130.331238,,,,,西岳,,その他,
1030,974,熊ヶ岳,くまがだけ,熊ヶ岳,,590,三角点,鹿児島県,31.455293,130.463887,,,,,,,その他,
1031,975,金峯山,きんぽうざん,金峯山,,636,三角点,鹿児島県,31.467668,130.382944,,,,,,,その他,
1032,976,野間岳,のまだけ,野間岳,,591,三角点,鹿児島県,31.404520,130.158222,,,,,,,その他,
1033,977,開聞岳,かいもんだけ,開聞岳,,924,測定点,鹿児島県,31.179926,130.528406,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
1034,978,倉岳,くらたけ,倉岳,,682,三角点,熊本県,32.427784,130.326985,,,,,,,その他,
1035,979,角山,かどやま,角山,,526,三角点,熊本県,32.399331,130.093892,,,,,,,その他,
1036,980,尾岳,おたけ,尾岳,,604,三角点,鹿児島県,31.723184,129.739338,,,,,,,その他,
1037,981,天女ヶ倉,あまめがくら,天女ヶ倉,,238,三角点,鹿児島県,30.743587,131.053398,,,,,,,その他,
1038,982,硫黄岳,いおうだけ,硫黄岳,,704,三角点,鹿児島県,30.793004,130.305254,,,,,,,その他,
1039,983,櫓岳,やぐらだけ,櫓岳,,621,三角点,鹿児島県,30.828329,129.937494,,,,,,,その他,
1040,984,古岳,ふるだけ,古岳,,657,標高点,鹿児島県,30.443215,130.217344,,,,,,,その他,
1041,985,宮ノ浦岳,みやのうらだけ,宮之浦岳,,1936,測定点,鹿児島県,30.335951,130.504287,1,,,,宮之浦岳,百名山:自動(よみ一致・標高一致・県一致),自動一致,
1042,986,永田岳,ながただけ,永田岳,,1886,標高点,鹿児島県,30.342870,130.492440,,,,,,,その他,
1043,987,モッチョム岳,もっちょむだけ,モッチョム岳,,940,標高点,鹿児島県,30.256697,130.564221,,,,,,,その他,
1044,988,前岳,まえだけ,前岳,,628,三角点,鹿児島県,29.968026,129.925441,,,,,,,その他,
1045,989,御岳,おたけ,御岳,,979,三角点,鹿児島県,29.859296,129.856983,,,,,,,その他,
1046,990,御岳,おたけ,御岳,,497,三角点,鹿児島県,29.903088,129.541639,,,,,,,その他,
1047,991,御岳,おたけ,御岳,,796,標高点,鹿児島県,29.638415,129.713890,,,,,,,その他,
1048,992,御岳,みたけ,御岳,,584,三角点,鹿児島県,29.464976,129.594734,,,,,,,その他,
1049,993,イマキラ岳,いまきらだけ,イマキラ岳,,292,三角点,鹿児島県,29.144466,129.208053,,,,,,,その他,
1050,994,[横当島],[よこあてじま],[横当島],,495,三角点,鹿児島県,28.800775,128.994770,,,,,,,その他,
1051,995,湯湾岳,ゆわんだけ,湯湾岳,,694,三角点,鹿児島県,28.296088,129.321160,,,,,,,その他,
1052,996,井之川岳,いのかわだけ,井之川岳,,645,三角点,鹿児島県,27.778702,128.983155,,,,,,,その他,
1053,997,大山,おおやま,大山,,240,三角点,鹿児島県,27.369144,128.566700,,,,,,,その他,
1054,998,与那覇岳,よなはだけ,与那覇岳,,503,標高点,沖縄県,26.717044,128.218696,,,,,,,その他,
1055,999,八重岳,やえだけ,八重岳,,453,三角点,沖縄県,26.635498,127.928346,,,,,,,その他,
1056,1000,恩納岳,おんなだけ,恩納岳,,363,三角点,沖縄県,26.479362,127.874742,,,,,,,その他,
1057,1001,於茂登岳,おもとだけ,於茂登岳,,526,測定点,沖縄県,24.427171,124.183264,,,,,,,その他,
1058,1002,古見岳,こみだけ,古見岳,,470,三角点,沖縄県,24.359226,123.891176,,,,,,,その他,
1059,1003,宇良部岳,うらぶだけ,宇良部岳,,231,三角点,沖縄県,24.452912,123.005502,,,,,,,その他,
,,二岐山,ふたまたやま,,,1544,地理院DEM最高画素,福島県,37.246472,139.967258,,,1,,,三百名山:Wikipedia,依頼者確認済,福島県。地理院1003山に無い。座標は第147で依頼者確認(OK) / 座標は地理院DEM5Aの最高画素。Wikipedia座標から約10m(DEM標高1543.9m)
,,諏訪山,すわやま,,,1549,地理院DEM最高画素,群馬県,36.039921,138.729494,,,1,,,三百名山:Wikipedia,依頼者確認済,群馬県。地理院1003山に無い。座標は第147で依頼者確認(OK) / 座標は地理院DEM5Aの最高画素。Wikipedia座標から約10m(DEM標高1548.4m)
,,藤原岳,ふじわらだけ,,,1144,地理院DEM最高画素,三重県/滋賀県,35.158705,136.452749,,,1,,,三百名山:Wikipedia,依頼者確認済,三重県/滋賀県。地理院1003山に無い。座標は第147で依頼者確認(OK) / 座標は地理院DEM5Aの最高画素(展望丘)。Wikipedia座標から約110m西(DEM標高1141.1m)
,,吾妻山,あづまやま,,,1238,地理院DEM最高画素,広島県/島根県,35.068239,133.033125,,,1,,,三百名山:Wikipedia,依頼者確認済,"広島県庄原市の吾妻山1238m。地理院1003山に無い。座標は第147で依頼者がヤマレコで確認(三百名山ページの座標は約2km東の別地点だった) / 座標は依頼者の座標(35.068167,133.032972・ヤマレコ)の周り300mの地理院DEM5A最高画素(第147)(DEM標高1237.8m)"
